match_id,model_supremacy,lambda_mkt_h,lambda_mkt_a,sse,n_targets,optim_converged,accepted,reason
12477128,0.21344978144974733,1.3916332378525667,1.4451677241144665,0.0005694381007548974,5,true,true,
12477134,0.3106331685094815,1.6848978738072342,1.2124265081604384,0.0007186454930893116,7,true,true,
12477131,0.08406839226748247,1.7451167148276092,1.4960005202324536,0.0009572469776068318,9,true,true,
12477135,0.2826039027403088,1.6316747184072877,1.2950832312894116,0.0013266419533673813,7,true,true,
12477132,0.09692198396671374,1.7787601091880434,1.1435774699494508,0.0005714615093508118,7,true,true,
12476800,0.1285647748063285,1.354212238161302,1.2847617279791512,8.39761591647209e-10,3,true,true,
12476794,0.1983500695646791,1.4742242421224623,0.9565284227174401,5.970015462182723e-10,3,true,true,
12476797,-0.07825937193397689,1.5263291270108934,1.3019078936267978,0.0010921655094151225,7,true,true,
12476799,0.14392145676530702,1.5131741718397729,1.2887963438315577,6.969920275984518e-10,3,true,true,
12476798,0.09410842884032683,1.405470327953386,1.5148654664279577,0.000527415573388905,5,true,true,
12477129,-0.20939964239590694,0.9297201256602243,2.2093512417674908,8.62936292892932e-5,5,true,true,
12477126,-0.09180912580703322,1.0361663783474286,1.539718961825889,0.0014766479691874909,7,true,true,
12477123,0.1877872702343699,1.2872971738866228,1.4578560583000704,0.0014999826945882625,9,true,true,
12477133,0.10507119620122218,1.1655681077995494,1.2164538985063627,1.469490230311163e-9,3,true,true,
12476632,0.56218319616117,2.545908345042691,0.6644372375740915,5.921853508137059e-5,16,true,true,
12476633,0.32877060683232834,1.7054692380682608,1.2179965324856077,0.00030018655011571874,5,true,true,
12476635,0.23411988962975464,1.3287385971866907,0.9334041378318271,5.386126842939664e-10,3,true,true,
12476636,0.1698022039996018,1.7542974045873834,1.0508975589181242,4.1172783079648324e-5,23,true,true,
12476795,0.0334619166119161,1.510839474438953,1.4383770598481185,0.00042912993256079377,7,true,true,
12476796,0.21923447105170937,1.6033563305724683,1.134583997490019,0.0002662258209299851,7,true,true,
12476792,0.11999025614687106,1.3754604754852173,1.3546502806437284,0.001202482489797341,7,true,true,
12476790,0.20424600211588506,1.7189847316166635,1.1882606689356383,0.0003346338332014213,7,true,true,
12476788,0.1068144807842791,1.547285885643924,1.3057506162580228,0.00030663294382242396,7,true,true,
12476786,0.2753303627845817,1.467487441908231,1.3544921642689283,0.00041802088528587885,7,true,true,
12476787,0.11654775357147358,1.4791062846584893,1.4533412068262073,0.0011488795561670094,7,true,true,
12476791,0.23619531215568762,1.581371351681757,1.078245477785521,2.657864399564004e-9,3,true,true,
12476629,0.22622226321273137,1.4791398847840473,0.8599575988575874,6.843493408114467e-9,3,true,true,
12476634,0.153012672376845,1.7351778855657296,0.9187179305165207,0.0004381026512132693,7,true,true,
12476623,0.3007234400580902,1.7252535926124024,0.9656697104721221,0.0005481970687922589,5,true,true,
12476631,-0.10758290079528435,1.7203777190391518,1.00913109706235,7.704060698802214e-5,6,true,true,
12476627,0.4189932982744069,2.1232859060941918,0.904879589872108,6.935898067453014e-5,24,true,true,
12476625,0.17178316705529262,1.2427917401856934,1.5637269554176205,0.0005493780139522775,5,true,true,
12476621,0.17459657115024171,1.4895083379645637,1.362848325341071,0.0006646093041048491,7,true,true,
12476622,0.10954976708255842,1.289936040348095,1.390168796884733,0.0003512798719194679,7,true,true,
